#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-12-07T07:52:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61af11f5137f97	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-order=I
#-out.src=I/345/gaia2
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&pos:M13( 30 arcmin J2000)&HTTPPRM:&&-ref=VIZ61af11f5137f97&-out.max=50&-out.form=HTML Table&-out.add=_RAJ,_DEJ&-oc.form=dec&-c=M13&-c.eq=J2000&-c.r=30&-c.u=arcmin&-c.geom=b&-order=I&-out.orig=standard&-out=DR2Name&-out=Gmag&-out=BPmag&-out=RPmag&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=I/345/gaia2
#-c=M13
#-c.eq=J2000
#-c.r= 30
#-c.u=arcmin
#-c.geom=b
#-source=I/345/gaia2
#-out.orig=standard
#-out=DR2Name
#-out=Gmag
#-out=BPmag
#-out=RPmag
#
#INFO	-c=250.423475+36.461319,bm=30.000000/30.	
#Constraint -bmark=POST

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
_RAJ2000|_DEJ2000|DR2Name|Gmag|BPmag|RPmag
250.4791958938974|+36.3632432306602|Gaia DR2 1328053438961424000|20.7444|       |
250.4881138487529|+36.3465225520710|Gaia DR2 1328053370241862912|19.9764|20.0564|19.3022
250.4816916196462|+36.3394991380780|Gaia DR2 1328053370241862144|20.1727|       |
250.4858709860879|+36.3462352627887|Gaia DR2 1328053370241867520|20.6146|20.7384|19.8150
250.4854799794432|+36.3663786168552|Gaia DR2 1328053473330272768|20.3747|20.2219|19.7797
250.4961504928602|+36.3562384432772|Gaia DR2 1328053404601604608|20.1797|19.8257|19.3278
250.4894178081915|+36.3492795242784|Gaia DR2 1328053370241865728|19.2708|19.4042|18.7213
250.4971910363124|+36.3577796493950|Gaia DR2 1328053404609681024|21.0460|       |
250.5010202352825|+36.3448739576283|Gaia DR2 1328053400307903488|19.0287|19.0115|18.3623
250.4983510921274|+36.3593580125382|Gaia DR2 1328053404601607808|19.9775|       |
250.4717030701883|+36.3589487544915|Gaia DR2 1328053438961439104|19.7585|19.6393|18.9595
250.4790603802375|+36.3485700606520|Gaia DR2 1328053438969008896|20.9846|20.4615|19.9449
250.4821232594666|+36.3590608941939|Gaia DR2 1328053434667695744|18.7175|18.8331|18.2482
250.4730183347931|+36.3558661727435|Gaia DR2 1328053438969426560|21.2172|       |
250.4734151152749|+36.3531189429362|Gaia DR2 1328053438961407232|21.0118|       |
250.5035440066552|+36.3520403047119|Gaia DR2 1328053400307922944|19.7521|19.9129|19.2348
250.4868762133920|+36.3699483719630|Gaia DR2 1328053473330273792|20.4235|       |
250.4901162086098|+36.3692086399437|Gaia DR2 1328053473321142912|18.7796|       |
250.4719001603119|+36.3506357181115|Gaia DR2 1328053438970532480|19.4895|19.5698|18.8646
250.4810284609566|+36.3586099659818|Gaia DR2 1328053438970532096|20.4371|20.2685|19.5992
250.4912673403406|+36.3692901627686|Gaia DR2 1328053473330270592|19.0991|       |
250.4947583737223|+36.3478904345701|Gaia DR2 1328053404601590784|20.8355|20.4200|19.7735
250.4730754426199|+36.3590373170397|Gaia DR2 1328053438970539264|17.0214|17.3039|16.4465
250.4961873197116|+36.3492472103601|Gaia DR2 1328053404601590400|20.3345|20.3758|19.4356
250.4913089778278|+36.3478091250686|Gaia DR2 1328053370241859328|20.8194|21.0004|19.7370
250.4876753562059|+36.3438494132001|Gaia DR2 1328053370241858688|19.9749|20.3812|18.8763
250.4786767464838|+36.3621958734160|Gaia DR2 1328053438970536960|19.0225|19.0987|18.4958
250.4899716406830|+36.3461423077517|Gaia DR2 1328053370241858816|20.2173|20.0808|19.5569
250.4866335293283|+36.3422268358545|Gaia DR2 1328053370241857408|20.6264|       |
250.4872788044941|+36.3424292286948|Gaia DR2 1328053370241856768|19.0887|19.2584|18.5744
250.4848793168634|+36.3736177471575|Gaia DR2 1328053473330280832|19.4839|18.8667|18.4046
250.4730401951453|+36.3479245603047|Gaia DR2 1328053434667650432|19.4670|19.5690|18.9484
250.4890425506246|+36.3759438207112|Gaia DR2 1328053473330278784|19.5278|19.4685|18.8508
250.4887806127244|+36.3566513197484|Gaia DR2 1328053473330262016|18.3656|18.5373|17.9105
250.5035288432479|+36.3564695449993|Gaia DR2 1328053400307940096|19.3932|19.5417|18.9256
250.4983493394550|+36.3421285401534|Gaia DR2 1328053370241834496|20.3247|20.4418|19.4294
250.4788442692863|+36.3461622001146|Gaia DR2 1328053434673421056|15.4784|15.8535|14.8739
250.4764598631927|+36.3547109688661|Gaia DR2 1328053434667672448|19.8059|19.8280|19.2095
250.4979050991878|+36.3591965850880|Gaia DR2 1328053404610780928|19.1994|19.0867|18.4832
250.4705833651110|+36.3543404410060|Gaia DR2 1328053434667674112|19.2144|       |
250.4925559644531|+36.3516327915018|Gaia DR2 1328053404610779520|19.1599|19.1944|18.6052
250.4883214420692|+36.3610914171485|Gaia DR2 1328053473328771968|21.1353|       |
250.5092961342700|+36.3535986876053|Gaia DR2 1328053400307936896|18.0668|18.3094|17.6254
250.4770777217039|+36.3533309699542|Gaia DR2 1328053434667667584|20.0676|20.0691|19.4884
250.4905845964318|+36.3654722239563|Gaia DR2 1328053469033162752|18.5436|18.6172|18.0557
250.4989664822862|+36.3655718800497|Gaia DR2 1328053469033162880|19.4970|19.4468|18.8807
250.4769822350606|+36.3445411387010|Gaia DR2 1328053438970523392|18.6887|18.8780|18.2106
250.4975790051253|+36.3655426912257|Gaia DR2 1328053473330261888|19.2695|19.3402|18.7425
250.4977637180223|+36.3639982862900|Gaia DR2 1328053404610784256|18.4208|18.4387|17.8584
250.5000516036157|+36.3448144092964|Gaia DR2 1328053404601574784|20.2971|20.3674|19.7174
250.4861055912436|+36.3533171894885|Gaia DR2 1328053434667669760|18.9350|19.0930|18.4973
250.5025755884389|+36.3520618106436|Gaia DR2 1328053404601579520|20.2089|20.1158|19.5934
250.4906448298328|+36.3635617836373|Gaia DR2 1328053473330265856|15.3739|15.3490|15.3328
250.5043105713310|+36.3514095106406|Gaia DR2 1328053404601578240|21.1038|       |
250.4825005190654|+36.3519193639228|Gaia DR2 1328053438970525184|16.0600|16.4440|15.4820
250.4769667060453|+36.3464132994817|Gaia DR2 1328053438970525312|15.6064|15.5515|15.5936
250.4852171265056|+36.3539282558943|Gaia DR2 1328053438970524288|20.2372|20.0209|19.1752
250.4987175355823|+36.3619873734118|Gaia DR2 1328053400307955328|18.4464|18.6401|18.0336
250.4948897537320|+36.3665343993001|Gaia DR2 1328053469027445248|18.0491|18.2558|17.5921
250.4851099067174|+36.3580928655781|Gaia DR2 1328053469027419264|19.8252|19.7586|19.0244
250.4901032802745|+36.3586985424697|Gaia DR2 1328053469027421056|19.1685|19.3364|18.6378
250.4792574633233|+36.3587707528720|Gaia DR2 1328053434667682816|20.2988|20.1199|19.5986
250.4995181223343|+36.3538538433008|Gaia DR2 1328053400307929088|20.5525|20.6229|19.7721
250.4940077378483|+36.3645852749886|Gaia DR2 1328053469027445120|18.4675|18.3992|17.7639
250.4873196616734|+36.3735383671076|Gaia DR2 1328053469027467520|20.1992|19.9450|19.4335
250.4836239985419|+36.3469201071325|Gaia DR2 1328053365948653056|19.9889|20.1687|19.2887
250.4845606528671|+36.3716845822368|Gaia DR2 1328053469027471872|19.9826|19.8133|19.2616
250.4849683589369|+36.3701625395315|Gaia DR2 1328053469027472000|19.4629|19.4627|18.9226
250.5001207588198|+36.3633858527859|Gaia DR2 1328053400307960320|19.9433|20.0631|19.3970
250.4921064774820|+36.3731990768342|Gaia DR2 1328053469027466112|19.1331|19.1645|18.5906
250.4901966236535|+36.3625198344572|Gaia DR2 1328053473321120768|20.5598|19.9644|19.3744
250.4963621214630|+36.3684755843921|Gaia DR2 1328053469027451008|19.9738|19.7656|19.3816
250.5248800130832|+36.3699610713642|Gaia DR2 1328053537746932352|19.2356|19.3423|18.6903
250.5204824465558|+36.3705688448242|Gaia DR2 1328053537746932480|19.4162|19.5956|18.8681
250.5253641467227|+36.3727082299637|Gaia DR2 1328053537746942720|17.9902|18.1737|17.5286
250.5090088513158|+36.3727793967680|Gaia DR2 1328053503387203200|20.4246|20.4584|19.7136
250.4988128488177|+36.3730708124557|Gaia DR2 1328053572106680064|20.6687|20.1080|19.4132
250.5151289153057|+36.3935291075137|Gaia DR2 1328053610767271296|21.0105|       |
250.5061234499920|+36.3683210371675|Gaia DR2 1328053503387189248|18.8356|18.9564|18.3462
250.5156010259403|+36.3866106796841|Gaia DR2 1328053610760066176|19.8490|19.8269|19.2092
250.5185979849520|+36.3653438553558|Gaia DR2 1328053503387179648|18.2703|18.4891|17.8266
250.5119241366824|+36.3648614642022|Gaia DR2 1328053503387178624|20.1054|20.3815|19.5154
250.5018524286791|+36.3653516243741|Gaia DR2 1328053503387183744|18.8286|19.0098|18.3520
250.5132752719475|+36.3664469893491|Gaia DR2 1328053503387181952|18.1680|18.3356|17.7192
250.5005363396875|+36.3823216053898|Gaia DR2 1328053572106712832|19.1630|19.3147|18.7006
250.4946744252229|+36.3765279976536|Gaia DR2 1328053572107107072|19.4917|19.4638|18.8426
250.5221185066449|+36.3797666478355|Gaia DR2 1328053542047776768|20.8793|20.6299|19.9496
250.5221079977003|+36.3683779746598|Gaia DR2 1328053537746923648|20.7157|20.8592|19.8796
250.5041058227451|+36.3863594341936|Gaia DR2 1328053606466458624|19.4909|19.4934|18.8263
250.5202768477961|+36.3802620467732|Gaia DR2 1328053537746966528|19.6060|19.7657|19.0299
250.5042850400376|+36.3608304286813|Gaia DR2 1328053503387164928|18.2031|18.4009|17.7934
250.5124327774831|+36.3617766535914|Gaia DR2 1328053503387171584|19.5902|19.7812|18.9971
250.5105120001565|+36.3777059948331|Gaia DR2 1328053610767237632|21.1165|       |
250.5201732665198|+36.3732989647461|Gaia DR2 1328053542050931328|20.5247|       |
250.5171261698850|+36.3762968896395|Gaia DR2 1328053542050931456|16.8954|17.2434|16.3379
250.5109298944566|+36.3860162149794|Gaia DR2 1328053610760082944|19.5529|19.6197|18.9417
250.5182447517649|+36.3800378822554|Gaia DR2 1328053542049734784|20.4606|19.3066|19.5921
250.5110103719452|+36.3549975763360|Gaia DR2 1328052747472908160|20.1453|20.0479|19.4377
250.5139582888203|+36.3685988775172|Gaia DR2 1328053507688002816|21.1147|       |
250.5089122600232|+36.3734023486294|Gaia DR2 1328053507688009088|20.9839|19.4441|20.2495
250.5162367007804|+36.3694483244115|Gaia DR2 1328053507689990656|18.1916|18.3177|17.6178
250.5097621779959|+36.3997724498709|Gaia DR2 1328053610760143488|19.5864|19.4856|18.8741
250.5067949617817|+36.3603078041309|Gaia DR2 1328053507680806272|20.8581|20.9499|20.1978
250.4921154182596|+36.3778201215326|Gaia DR2 1328053576409492608|18.9066|19.0674|18.3876
250.4942651971733|+36.3741667865369|Gaia DR2 1328053576409486976|20.1502|20.0028|19.3159
250.5148995417074|+36.3950237257076|Gaia DR2 1328053610769225216|18.8416|18.9264|18.3078
250.5141689237236|+36.3955018206397|Gaia DR2 1328053610769225984|18.6531|18.5470|17.8429
250.5102898945057|+36.3811684306696|Gaia DR2 1328053610766043264|19.6455|19.1687|18.7745
250.5117345140894|+36.3807554650299|Gaia DR2 1328053610766042752|18.6240|18.7293|18.0429
250.5143812212205|+36.3842651315855|Gaia DR2 1328053606466454528|19.1676|19.2497|18.5284
250.5160662903455|+36.3824905295378|Gaia DR2 1328053542046564480|20.5324|20.3054|19.9546
250.5122487566833|+36.3910784007892|Gaia DR2 1328053610760094976|20.3958|20.3057|19.3398
250.4975512623752|+36.3707346596992|Gaia DR2 1328053576409481216|20.6546|19.9513|19.6365
250.5147565069456|+36.3815646465220|Gaia DR2 1328053542046564736|20.6960|20.7227|19.8739
250.4991342420707|+36.3865985287630|Gaia DR2 1328053576400391680|20.1353|19.9140|19.3161
250.5075218250582|+36.3951028395308|Gaia DR2 1328053610760130304|20.1968|20.2345|19.2778
250.5071590906249|+36.3834268217117|Gaia DR2 1328053610766048384|20.8898|       |
250.5192744735223|+36.3722998974921|Gaia DR2 1328053542040542976|20.9610|20.7314|19.8607
250.5003467206210|+36.3753414900480|Gaia DR2 1328053576409482880|18.8303|19.0064|18.3877
250.5105973086194|+36.3915748035919|Gaia DR2 1328053610760101120|20.0350|20.0466|19.3027
250.4982974447700|+36.3749724847235|Gaia DR2 1328053576409484032|20.2897|20.3593|19.5719
250.5092890823990|+36.3835351093385|Gaia DR2 1328053610766046208|20.4048|20.4481|19.6277
250.5120168652608|+36.3924152711562|Gaia DR2 1328053610760100224|19.9283|19.8716|19.0614
250.5105550857744|+36.3837532892600|Gaia DR2 1328053610766045696|20.8329|       |
250.4936751737997|+36.3802314322271|Gaia DR2 1328053576400388096|20.7398|20.2123|19.5763
250.4982635175710|+36.3821234129944|Gaia DR2 1328053576400376320|21.1311|       |
250.4981064446215|+36.3781276521129|Gaia DR2 1328053576400359936|19.7512|19.7422|19.1930
250.5000453924497|+36.3873637355254|Gaia DR2 1328053576406314880|19.5716|19.5161|18.8278
250.5008777333382|+36.3874343507397|Gaia DR2 1328053610766052352|19.8355|19.6336|18.9235
250.4965996951112|+36.3804311900200|Gaia DR2 1328053572106701696|20.5247|20.6263|19.8382
250.5015059267667|+36.3867456744370|Gaia DR2 1328053610766051840|20.2645|20.0270|19.3536
250.5006324619812|+36.3851928323907|Gaia DR2 1328053576406312960|21.2001|       |
250.5068030349898|+36.3916135804421|Gaia DR2 1328053610766051456|20.7447|       |
250.4969054851031|+36.3786154383100|Gaia DR2 1328053576400366976|20.2181|20.0802|19.4518
250.5094907840602|+36.3976342367440|Gaia DR2 1328053610760132224|19.4020|19.4475|18.7828
250.5027562377462|+36.3909753000687|Gaia DR2 1328053610760132352|20.0648|19.5985|18.7586
250.5072466425475|+36.3888334071054|Gaia DR2 1328053610760103936|18.4813|18.7084|17.2686
250.5048815818381|+36.3842356194510|Gaia DR2 1328053610766049792|20.3776|20.4516|19.6583
250.4999871094016|+36.3813318374896|Gaia DR2 1328053576400364672|19.8679|19.9850|19.1127
250.5036797321944|+36.3826430736588|Gaia DR2 1328053576406311168|20.9974|20.8613|20.1398
250.5098798843397|+36.3991629350454|Gaia DR2 1328053610760137728|19.7097|19.7173|18.9269
250.5082956211492|+36.3908343783889|Gaia DR2 1328053610760107776|19.0918|       |
250.4995369227019|+36.3882618158176|Gaia DR2 1328053576406315776|18.5211|18.6592|18.0664
250.5081407568510|+36.3906684933137|Gaia DR2 1328053610760107904|18.2814|18.0337|17.4048
250.4997036424016|+36.3818875525444|Gaia DR2 1328053576400368384|20.7292|       |
250.5113227308518|+36.3956410076883|Gaia DR2 1328053610760114048|18.0359|18.1783|17.5755
250.5128920475663|+36.3735727004524|Gaia DR2 1328053507680820608|19.7897|19.8491|19.0446
250.5061626787183|+36.3896146074390|Gaia DR2 1328053610760111872|19.0296|       |
250.5186561677651|+36.3912485400646|Gaia DR2 1328053610767810304|21.1740|       |
250.5061076909828|+36.3891698263677|Gaia DR2 1328053610760110336|18.8066|18.5410|17.9827
250.5145395577140|+36.3661286945370|Gaia DR2 1328053507686821376|20.7754|20.1198|19.3918
250.5147800698697|+36.3658665508455|Gaia DR2 1328053507686821504|20.5969|20.2978|19.3938
250.4986241392960|+36.3731359491012|Gaia DR2 1328053576400343040|20.9686|20.2456|19.3623
250.5074003385358|+36.3571848598776|Gaia DR2 1328053507686820992|20.9820|20.7569|20.4886
250.5249686433282|+36.3733318342787|Gaia DR2 1328053542046558464|18.8833|18.8404|18.3954
250.5161385133257|+36.3928213039479|Gaia DR2 1328053610760087552|19.3433|19.5062|18.8158
250.4994735093176|+36.3759503274492|Gaia DR2 1328053576400349312|20.5278|20.3601|19.9224
250.5055799030055|+36.3820194538901|Gaia DR2 1328053576400348800|20.4318|20.1877|19.6253
250.5111501255029|+36.3877067934335|Gaia DR2 1328053610760087296|20.8936|20.4568|19.6881
250.5123915380619|+36.3968869688489|Gaia DR2 1328053610760114304|19.2826|19.3407|18.5742
250.5004604461606|+36.3764079533296|Gaia DR2 1328053576400347648|20.9231|20.6033|20.0370
250.5060569709560|+36.3916055797962|Gaia DR2 1328053610760121984|18.7069|18.6924|17.9395
250.5151491198392|+36.3777644150804|Gaia DR2 1328053542046563328|20.0127|19.7669|19.0984
250.5163497662476|+36.3773391612965|Gaia DR2 1328053542046562944|20.1696|19.6368|19.2048
250.5165126461833|+36.3778647140539|Gaia DR2 1328053542046563072|20.5986|       |
250.5088902601416|+36.3811059679274|Gaia DR2 1328053610767778560|20.7616|20.2897|20.0054
250.5071135376620|+36.3690404265734|Gaia DR2 1328053507686824832|21.1950|       |
250.5185831299283|+36.3855821784882|Gaia DR2 1328053542040576000|19.7567|       |
250.5148621702884|+36.3719909159044|Gaia DR2 1328053507686822912|20.9052|       |
250.5161326258729|+36.3733331955068|Gaia DR2 1328053542046561408|20.9638|20.4703|19.8482
250.5072495537504|+36.3924208798664|Gaia DR2 1328053610760119552|18.8030|18.8786|18.2160
250.5162715515453|+36.3939769200400|Gaia DR2 1328053610760091136|20.4365|20.3604|19.5870
250.5090732216545|+36.3645212087884|Gaia DR2 1328053507686822656|21.1773|       |
250.4956084001936|+36.3730909678698|Gaia DR2 1328053576400353152|20.5649|20.5623|19.4920
250.5119460070352|+36.3980240575500|Gaia DR2 1328053610760118400|19.7094|18.8473|18.3273
250.4951143138703|+36.3723675872545|Gaia DR2 1328053576400352384|20.8645|       |
250.5055042467739|+36.3917809531454|Gaia DR2 1328053610760125440|20.3911|       |
250.4954822923224|+36.3814542735228|Gaia DR2 1328053576400386688|19.0804|19.2014|18.5502
250.5052015987125|+36.3913229692761|Gaia DR2 1328053610760125184|18.6766|18.5773|17.9625
250.5099104510542|+36.3958864705835|Gaia DR2 1328053610760124288|20.2727|19.6135|18.8686
250.5134241375290|+36.3714767467867|Gaia DR2 1328053507689993344|16.6730|17.0485|16.1152
250.5089405841994|+36.3968859755797|Gaia DR2 1328053610768462336|21.0593|       |
250.5176877568015|+36.3879852088444|Gaia DR2 1328053610760061440|19.8398|19.5679|18.7252
250.5176297083611|+36.3876501354047|Gaia DR2 1328053610760061568|20.2122|       |
250.5082732917632|+36.3743888655538|Gaia DR2 1328053507680836992|21.0812|       |
250.5185323813809|+36.3899652939853|Gaia DR2 1328053610760067200|18.4722|18.6798|18.0020
250.4964529922291|+36.3741169194294|Gaia DR2 1328053576407480448|20.9297|20.5846|20.0161
250.5176294877396|+36.3908857885577|Gaia DR2 1328053610760076416|18.4098|18.5511|17.9104
250.5165293583932|+36.3898143261086|Gaia DR2 1328053610760076672|18.9433|18.8811|18.2004
250.5048354281011|+36.3777266100888|Gaia DR2 1328053576400337408|20.9131|20.6231|20.2320
250.4980544153545|+36.3788296497753|Gaia DR2 1328053576408029440|20.8963|       |
250.4989028557503|+36.3693274030446|Gaia DR2 1328053576400326912|20.6781|       |18.8130
250.5073507760832|+36.3713244262586|Gaia DR2 1328053507680832128|20.8824|20.6828|20.0306
250.5009940079630|+36.3717963993408|Gaia DR2 1328053576400328064|20.2633|20.0518|19.3273
250.5024621627404|+36.3659600753359|Gaia DR2 1328053507680831744|20.1281|19.9444|19.3774
250.5068905789655|+36.3780630878491|Gaia DR2 1328053576400328448|20.1089|20.0944|19.1559
250.5073737723988|+36.3786734392060|Gaia DR2 1328053576400329216|19.4070|19.4066|18.7372
250.5189139327308|+36.3853786418062|Gaia DR2 1328053542040575872|20.9662|       |
250.5007051762382|+36.3666405179309|Gaia DR2 1328053507680836736|19.6150|19.6846|18.9573
250.5099805924237|+36.3761900962595|Gaia DR2 1328053507680836864|19.9950|20.0509|19.3558
250.5201826749704|+36.3754792522321|Gaia DR2 1328053542048298880|21.0166|       |
250.5152340972910|+36.3802484044427|Gaia DR2 1328053537752683264|20.0663|19.9301|19.4262
250.5084006788079|+36.3767366207822|Gaia DR2 1328053576400318208|19.8127|19.6657|19.2326
250.5134648188887|+36.3906398229821|Gaia DR2 1328053610760089728|20.5583|20.4755|19.6757
250.5177352281202|+36.3863190828372|Gaia DR2 1328053610760055296|20.6524|       |
250.4914770059845|+36.3766773707141|Gaia DR2 1328053576409491840|18.7183|18.6805|18.1076
250.5180590311753|+36.3850570671970|Gaia DR2 1328053542040576128|19.0126|19.0486|18.4312
250.5179202328969|+36.3638867187347|Gaia DR2 1328053507688531328|21.1774|       |
250.5080456122936|+36.3775977375587|Gaia DR2 1328053576400322176|20.8437|       |
250.5084004292553|+36.3781056785345|Gaia DR2 1328053576400322304|19.5649|19.6427|18.8882
250.5143840155489|+36.3772188951454|Gaia DR2 1328053542046563456|18.8908|19.0757|18.4303
250.4912497683609|+36.3770096542584|Gaia DR2 1328053576400383232|20.5149|       |
250.5076742666600|+36.3766570776391|Gaia DR2 1328053576400319616|20.0724|19.9975|19.4256
250.5098427503184|+36.3929463408236|Gaia DR2 1328053610760110208|20.7201|20.4512|19.6518
250.5074778105425|+36.3655080147022|Gaia DR2 1328053507680814848|17.5113|17.7762|16.9276
250.4951205334371|+36.3780479644023|Gaia DR2 1328053576400372224|19.6989|19.7584|19.0710
250.5076485909394|+36.3656794963794|Gaia DR2 1328053507680814976|20.3904|       |
250.5152265412156|+36.3724695784762|Gaia DR2 1328053542040551424|19.9315|19.9636|19.2198
250.4931677248698|+36.3768787555460|Gaia DR2 1328053576400374912|20.0704|20.0105|19.4776
250.5241717114003|+36.3814221561693|Gaia DR2 1328053542051126912|20.9713|20.5024|20.2711
250.4939554975223|+36.3779360326784|Gaia DR2 1328053576400375424|20.4511|20.5245|19.7894
250.5208475506381|+36.3822314590120|Gaia DR2 1328053542040561792|20.5065|20.3372|19.8031
250.5232533552049|+36.3847411896174|Gaia DR2 1328053542040561920|20.1846|       |
250.5176829593068|+36.3803296802004|Gaia DR2 1328053542040566272|20.0079|19.9199|19.1998
250.5215299643032|+36.3836485883507|Gaia DR2 1328053542040564224|20.6580|20.5087|19.9564
250.5088094320892|+36.3706856630161|Gaia DR2 1328053507680825728|20.6426|21.0172|19.9521
250.4891061839469|+36.3773740551684|Gaia DR2 1328053576400394880|18.8799|       |
250.5105923598790|+36.3672760781869|Gaia DR2 1328053507687996544|21.0957|       |
250.5069594302058|+36.3811528521997|Gaia DR2 1328053610769220608|20.1551|20.1565|19.3545
250.5174306879606|+36.3698834892593|Gaia DR2 1328053542040541184|20.4300|20.3957|19.5632
250.5170233975562|+36.3693023581588|Gaia DR2 1328053507680802432|20.0605|20.0950|19.4701
250.5109935016546|+36.3628012955864|Gaia DR2 1328053507680801792|20.0491|20.2879|19.2839
250.5074295210317|+36.3895927639144|Gaia DR2 1328053610769226368|14.5335|14.9913|13.9070
250.5241668305437|+36.3761465235900|Gaia DR2 1328053542040539136|15.0825|15.4676|14.4572
250.5180677243151|+36.3723451834523|Gaia DR2 1328053542040546304|21.3363|       |
250.5112640984788|+36.3908658881359|Gaia DR2 1328053610769224832|16.6389|17.0096|16.0829
250.5227999091208|+36.3770027368893|Gaia DR2 1328053542040545920|19.7612|19.7997|19.1197
250.5205038500922|+36.3734693047404|Gaia DR2 1328053542040543232|18.5869|18.8972|17.7541
250.5261200891053|+36.3830658538648|Gaia DR2 1328053542040550912|20.3801|20.2218|19.6679
250.5099504762035|+36.3948238380460|Gaia DR2 1328053610769229056|14.9407|15.3797|14.3311
250.5100862904296|+36.3656628731990|Gaia DR2 1328053507680810624|20.2716|20.5569|19.5658
250.5244061360096|+36.3797851769360|Gaia DR2 1328053542040547840|20.0064|20.0856|19.3751
250.5035214792104|+36.3926883303300|Gaia DR2 1328053610769234432|12.5262|13.1355|11.7933
250.5189863656880|+36.3741235405899|Gaia DR2 1328053542040547328|19.5407|19.6675|18.9948
250.4961363236315|+36.3846500744139|Gaia DR2 1328053576409495168|16.1727|16.5404|15.5882
250.4965118989546|+36.3851047535413|Gaia DR2 1328053576409495296|19.6836|18.7309|18.5900
250.4924447907115|+36.3795980363172|Gaia DR2 1328053576409494272|18.2465|18.3763|17.7457
250.5247947271511|+36.3778061179764|Gaia DR2 1328053542049728640|18.1710|18.3302|17.6523
250.4975965492733|+36.3864271466429|Gaia DR2 1328053572111719936|19.1788|19.2293|18.5743
250.5154421841787|+36.3599564838643|Gaia DR2 1328053507680787584|19.8843|20.1654|19.3214
250.5105886646928|+36.3555429207360|Gaia DR2 1328053507680787840|20.6811|20.9472|19.6856
250.5244827085501|+36.3761763297278|Gaia DR2 1328053542049727744|18.3877|       |
250.5060555581323|+36.3672478326267|Gaia DR2 1328053507689996160|20.4160|20.2407|19.5558
250.5238201497073|+36.3703701955733|Gaia DR2 1328053542040528000|19.9854|20.0289|19.1751
250.5243445664662|+36.3704885454011|Gaia DR2 1328053542040528128|20.0904|       |
250.5113959051026|+36.3765891910257|Gaia DR2 1328053542049737344|18.9612|19.0775|18.4315
250.5123175705917|+36.3565640614836|Gaia DR2 1328053507680788480|20.2869|20.4020|19.5022
250.5183956791319|+36.3686341535347|Gaia DR2 1328053507680796416|20.0289|20.1830|19.5032
250.5279380343659|+36.3776918885516|Gaia DR2 1328053542040532864|20.5331|19.9222|19.6895
250.5015517083753|+36.3733877304419|Gaia DR2 1328053576409480448|17.0355|17.5386|16.3635
250.5106349919224|+36.3803730560228|Gaia DR2 1328053610770408576|16.0898|16.4686|15.5196
250.5145765716494|+36.3932856073246|Gaia DR2 1328053610770409088|20.7154|20.3871|19.4395
250.5008689739458|+36.3896064894297|Gaia DR2 1328053610770409856|20.6148|20.2882|19.5580
250.5016205054359|+36.3889883187527|Gaia DR2 1328053610770409600|20.3075|19.5093|18.7603
250.5084541324091|+36.3918687118901|Gaia DR2 1328053610760111744|20.1910|19.7263|19.4348
250.5139204013722|+36.3609996087850|Gaia DR2 1328053503387171456|19.7809|19.9787|19.2291
250.5180480591441|+36.3860701332058|Gaia DR2 1328053606466472960|18.2835|18.4150|17.6265
250.5275804676007|+36.3769348565044|Gaia DR2 1328053537746960512|18.7058|18.8563|18.2220
250.5168129746326|+36.3888245411355|Gaia DR2 1328053606466472832|17.7738|18.0176|17.2550
250.5010085009209|+36.3798072704210|Gaia DR2 1328053572106704256|19.1657|19.3878|18.7092
250.5076707926348|+36.3638671906315|Gaia DR2 1328053503387619456|19.1533|19.2883|18.6688
250.5297280056422|+36.3791811064421|Gaia DR2 1328053537746970112|18.2930|18.0812|18.3632
